country,country_code,year,will_accumulate_next_year,gold_share_pct,accumulation_streak,gold_yoy_change_pct,gold_share_yoy_change,gold_share_vs_world,country_share_of_world_gold_pct,usd_share_drawdown_pct,usd_share_yoy_change,accumulating_during_usd_decline,sanctions_score,geo_risk_score,un_alignment_score,global_usd_negative_pct,global_usd_positive_pct,world_gold_share_pct,lr_prob,gb_prob,ensemble_prob
"Egypt, Arab Rep.",EGY,2017,1,8.75,2,1.65,-3.03,-1.09,0.2518,-8.41,-2.62,1,0,38.4,36.0,100.0,0.0,9.84,0.5599,0.5397,0.5498
"Egypt, Arab Rep.",EGY,2018,1,7.72,3,3.46,-1.03,-2.1,0.2616,-9.44,-1.03,1,0,38.4,36.0,50.0,50.0,9.82,0.8265,0.4963,0.6614
"Egypt, Arab Rep.",EGY,2019,1,8.71,4,11.08,0.99,-2.58,0.2404,-10.24,-0.8,1,0,38.4,36.0,66.67,0.0,11.29,0.3155,0.5039,0.4097
"Egypt, Arab Rep.",EGY,2020,1,12.52,5,28.54,3.81,-0.4,0.2465,-12.11,-1.87,1,0,38.4,36.0,0.0,66.67,12.92,0.7989,0.5799,0.6894
"Egypt, Arab Rep.",EGY,2021,1,11.89,6,2.5,-0.63,-0.06,0.2596,-12.32,-0.21,1,0,38.4,36.0,0.0,0.0,11.95,0.1592,0.2963,0.2278
"Egypt, Arab Rep.",EGY,2022,1,22.77,7,55.43,10.88,9.84,0.4003,-12.77,-0.45,1,0,38.4,36.0,66.67,33.33,12.93,0.4915,0.5799,0.5357
"Egypt, Arab Rep.",EGY,2023,1,25.32,8,8.32,2.55,11.11,0.3766,-13.8,-1.03,1,0,38.4,36.0,20.0,0.0,14.21,0.1296,0.4272,0.2784
"Egypt, Arab Rep.",EGY,2024,1,23.69,9,23.54,-1.63,6.25,0.3938,-14.05,-0.25,1,0,38.4,36.0,40.0,40.0,17.44,0.3032,0.5799,0.4416
Eritrea,ERI,2001,0,21.2,1,0.75,-8.18,10.1,0.0043,0.38,0.38,0,0,50.0,50.0,20.0,0.0,11.1,0.7764,0.5397,0.658
Eritrea,ERI,2002,0,0.0,0,-100.0,-21.2,-11.55,0.0,-4.02,-4.4,0,0,50.0,50.0,20.0,0.0,11.55,0.693,0.4135,0.5532
Spain,ESP,2001,1,13.59,0,-2.89,0.62,2.49,1.8399,0.38,0.38,0,0,21.6,64.0,20.0,0.0,11.1,0.8068,0.4898,0.6483
Spain,ESP,2002,1,14.31,1,14.27,0.72,2.76,1.7183,-4.02,-4.4,1,0,21.6,64.0,20.0,0.0,11.55,0.8457,0.6216,0.7336
Spain,ESP,2003,1,26.19,2,17.31,11.88,15.13,1.6901,-5.68,-1.66,1,0,21.6,64.0,20.0,0.0,11.06,0.6867,0.691,0.6888
Spain,ESP,2004,0,37.3,3,12.75,11.11,27.86,1.8428,-5.27,0.41,0,0,21.6,64.0,20.0,0.0,9.44,0.5714,0.6775,0.6244
Spain,ESP,2005,1,43.82,0,-5.06,6.52,34.33,1.5246,-4.62,0.65,0,0,21.6,64.0,20.0,0.0,9.49,0.4837,0.4898,0.4868
Spain,ESP,2006,0,44.04,1,23.6,0.22,34.52,1.536,-5.66,-1.04,1,0,21.6,64.0,20.0,0.0,9.52,0.6016,0.691,0.6463
Spain,ESP,2007,1,39.67,0,-22.17,-4.37,30.12,0.9255,-7.26,-1.6,0,0,21.6,64.0,20.0,0.0,9.55,0.3789,0.4898,0.4344
Spain,ESP,2008,1,38.81,1,25.39,-0.86,29.66,1.1099,-6.98,0.28,0,0,21.6,64.0,20.0,0.0,9.15,0.3429,0.5191,0.431
Spain,ESP,2009,1,35.1,2,11.51,-3.71,24.98,0.9619,-8.99,-2.01,1,0,21.6,64.0,20.0,0.0,10.12,0.4094,0.675,0.5422
Spain,ESP,2010,1,39.93,3,25.94,4.83,28.18,0.9315,-9.34,-0.35,1,0,21.6,64.0,20.0,0.0,11.75,0.2952,0.6243,0.4598
Spain,ESP,2011,1,29.68,4,28.34,-10.25,18.25,1.0827,-8.54,0.8,0,0,21.6,64.0,20.0,0.0,11.43,0.214,0.6935,0.4538
Spain,ESP,2012,0,29.78,5,6.2,0.1,18.04,1.0408,-9.66,-1.12,1,0,21.6,64.0,20.0,0.0,11.74,0.3664,0.2963,0.3314
Spain,ESP,2013,0,23.54,0,-15.44,-6.24,15.1,1.1911,-9.89,-0.23,0,0,21.6,64.0,20.0,0.0,8.44,0.1867,0.183,0.1849
Spain,ESP,2014,0,21.66,0,-10.27,-1.88,13.03,1.0555,-5.99,3.9,0,0,21.6,64.0,20.0,0.0,8.63,0.2204,0.3166,0.2685
Spain,ESP,2015,1,17.78,0,-8.4,-3.88,9.4,1.0656,-5.39,0.6,0,0,21.6,64.0,0.0,33.33,8.38,0.7492,0.4432,0.5962
Spain,ESP,2016,1,16.46,1,7.82,-1.32,7.25,1.0591,-5.79,-0.4,1,0,21.6,64.0,0.0,0.0,9.21,0.5709,0.5397,0.5553
Spain,ESP,2017,1,16.91,2,0.51,0.45,7.07,0.9268,-8.41,-2.62,1,0,21.6,64.0,100.0,0.0,9.84,0.603,0.5397,0.5714
Spain,ESP,2018,1,16.43,3,0.9,-0.48,6.61,0.939,-9.44,-1.03,1,0,21.6,64.0,50.0,50.0,9.82,0.8438,0.4963,0.67
Spain,ESP,2019,1,18.45,4,9.78,2.02,7.16,0.8528,-10.24,-0.8,1,0,21.6,64.0,66.67,0.0,11.29,0.3434,0.5039,0.4236
Spain,ESP,2020,1,21.06,5,27.07,2.61,8.14,0.8645,-12.11,-1.87,1,0,21.6,64.0,0.0,66.67,12.92,0.8138,0.5799,0.6968
Spain,ESP,2021,1,17.87,6,1.64,-3.19,5.92,0.9028,-12.32,-0.21,1,0,21.6,64.0,0.0,0.0,11.95,0.1711,0.2963,0.2337
Spain,ESP,2022,1,17.66,7,0.13,-0.21,4.73,0.8966,-12.77,-0.45,1,0,21.6,64.0,66.67,33.33,12.93,0.4909,0.4198,0.4554
Spain,ESP,2023,1,18.11,8,7.75,0.45,3.9,0.8392,-13.8,-1.03,1,0,21.6,64.0,20.0,0.0,14.21,0.1483,0.2963,0.2223
Spain,ESP,2024,1,21.92,9,22.97,3.81,4.48,0.8736,-14.05,-0.25,1,0,21.6,64.0,40.0,40.0,17.44,0.3596,0.5799,0.4698
Estonia,EST,2001,1,0.27,1,0.75,0.03,-10.83,0.0009,0.38,0.38,0,0,22.2,63.0,20.0,0.0,11.1,0.8257,0.5397,0.6827
Estonia,EST,2002,1,0.27,2,23.96,0.0,-11.28,0.0009,-4.02,-4.4,1,0,22.2,63.0,20.0,0.0,11.55,0.862,0.6216,0.7418
Estonia,EST,2003,1,0.24,3,21.74,-0.03,-10.82,0.0009,-5.68,-1.66,1,0,22.2,63.0,20.0,0.0,11.06,0.688,0.6935,0.6908
Estonia,EST,2004,1,0.2,4,4.97,-0.04,-9.24,0.0009,-5.27,0.41,0,0,22.2,63.0,20.0,0.0,9.44,0.5889,0.5426,0.5658
Estonia,EST,2005,1,0.21,5,17.12,0.01,-9.28,0.001,-4.62,0.65,0,0,22.2,63.0,20.0,0.0,9.49,0.6498,0.6935,0.6717
Estonia,EST,2006,1,0.18,6,23.92,-0.03,-9.34,0.001,-5.66,-1.04,1,0,22.2,63.0,20.0,0.0,9.52,0.7687,0.6935,0.7311
Estonia,EST,2007,1,0.2,7,31.15,0.02,-9.35,0.001,-7.26,-1.6,1,0,22.2,63.0,20.0,0.0,9.55,0.7242,0.6935,0.7088
Estonia,EST,2008,1,0.18,8,4.32,-0.02,-8.97,0.001,-6.98,0.28,0,0,22.2,63.0,20.0,0.0,9.15,0.5958,0.3641,0.48
Estonia,EST,2009,1,0.22,9,25.04,0.04,-9.9,0.001,-8.99,-2.01,1,0,22.2,63.0,20.0,0.0,10.12,0.6693,0.6935,0.6814
Estonia,EST,2010,1,0.44,10,29.24,0.22,-11.31,0.0009,-9.34,-0.35,1,0,22.2,63.0,20.0,0.0,11.75,0.5216,0.6243,0.573
Estonia,EST,2011,1,5.91,11,8.93,5.47,-5.52,0.0009,-8.54,0.8,0,0,22.2,63.0,20.0,0.0,11.43,0.4775,0.6775,0.5775
Estonia,EST,2012,0,4.43,12,8.69,-1.48,-7.31,0.0009,-9.66,-1.12,1,0,22.2,63.0,20.0,0.0,11.74,0.5948,0.4272,0.511
Estonia,EST,2013,1,3.06,0,-27.61,-1.37,-5.38,0.0009,-9.89,-0.23,0,0,22.2,63.0,20.0,0.0,8.44,0.2103,0.183,0.1966
Estonia,EST,2014,0,2.21,1,0.12,-0.85,-6.42,0.0009,-5.99,3.9,0,0,22.2,63.0,20.0,0.0,8.63,0.2578,0.3614,0.3096
Estonia,EST,2015,1,2.04,0,-12.11,-0.17,-6.34,0.0009,-5.39,0.6,0,0,22.2,63.0,0.0,33.33,8.38,0.769,0.4432,0.6061
Estonia,EST,2016,1,2.6,1,8.1,0.56,-6.61,0.0009,-5.79,-0.4,1,0,22.2,63.0,0.0,0.0,9.21,0.5875,0.675,0.6313
Estonia,EST,2017,0,3.01,2,13.14,0.41,-6.83,0.0008,-8.41,-2.62,1,0,22.2,63.0,100.0,0.0,9.84,0.6125,0.675,0.6438
Estonia,EST,2018,1,1.36,0,-1.15,-1.65,-8.46,0.0008,-9.44,-1.03,0,0,22.2,63.0,50.0,50.0,9.82,0.7293,0.4934,0.6113
Estonia,EST,2019,1,0.85,1,18.83,-0.51,-10.44,0.0008,-10.24,-0.8,1,0,22.2,63.0,66.67,0.0,11.29,0.2693,0.5195,0.3944
Estonia,EST,2020,0,0.76,2,24.17,-0.09,-12.16,0.0008,-12.11,-1.87,1,0,22.2,63.0,0.0,66.67,12.92,0.7569,0.5771,0.667
Estonia,EST,2021,0,0.61,0,-3.75,-0.15,-11.34,0.0008,-12.32,-0.21,0,0,22.2,63.0,0.0,0.0,11.95,0.0717,0.2542,0.1629
Estonia,EST,2022,1,0.65,0,-0.43,0.04,-12.28,0.0008,-12.77,-0.45,0,0,22.2,63.0,66.67,33.33,12.93,0.2333,0.417,0.3252
Estonia,EST,2023,1,0.64,1,13.8,-0.01,-13.57,0.0008,-13.8,-1.03,1,0,22.2,63.0,20.0,0.0,14.21,0.072,0.4244,0.2482
Ethiopia,ETH,2001,1,11.57,1,0.76,-3.94,0.47,0.0229,0.38,0.38,0,0,39.6,34.0,20.0,0.0,11.1,0.7832,0.5397,0.6614
Ethiopia,ETH,2002,0,8.71,2,48.5,-2.86,-2.84,0.0277,-4.02,-4.4,1,0,39.6,34.0,20.0,0.0,11.55,0.8312,0.6216,0.7264
Ethiopia,ETH,2003,0,0.0,0,-100.0,-8.71,-11.06,0.0,-5.68,-1.66,0,0,39.6,34.0,20.0,0.0,11.06,0.4445,0.4898,0.4672
Ethiopia,ETH,2015,1,0.22,1,inf,0.22,-8.16,0.0009,-5.39,0.6,0,0,39.6,34.0,0.0,33.33,8.38,0.7674,0.6497,0.7086
Ethiopia,ETH,2016,1,0.3,2,8.1,0.08,-8.91,0.0009,-5.79,-0.4,1,0,39.6,34.0,0.0,0.0,9.21,0.5825,0.675,0.6288
Ethiopia,ETH,2017,0,0.34,3,13.14,0.04,-9.5,0.0008,-8.41,-2.62,1,0,39.6,34.0,100.0,0.0,9.84,0.6085,0.6775,0.643
Ethiopia,ETH,2018,1,0.26,0,-1.15,-0.08,-9.56,0.0008,-9.44,-1.03,0,0,39.6,34.0,50.0,50.0,9.82,0.7058,0.4934,0.5996
Ethiopia,ETH,2019,0,0.41,1,18.83,0.15,-10.88,0.0008,-10.24,-0.8,1,0,39.6,34.0,66.67,0.0,11.29,0.2437,0.5195,0.3816
Ethiopia,ETH,2020,0,0.0,0,-100.0,-0.41,-12.92,0.0,-12.11,-1.87,0,0,39.6,34.0,0.0,66.67,12.92,0.5957,0.3693,0.4825
Finland,FIN,2001,1,5.18,0,-2.89,0.03,-5.92,0.1724,0.38,0.38,0,0,23.4,61.0,20.0,0.0,11.1,0.8025,0.4898,0.6462
Finland,FIN,2002,1,5.5,1,14.27,0.32,-6.05,0.161,-4.02,-4.4,1,0,23.4,61.0,20.0,0.0,11.55,0.8431,0.6216,0.7324
Finland,FIN,2003,1,5.89,2,17.32,0.39,-5.17,0.1584,-5.68,-1.66,1,0,23.4,61.0,20.0,0.0,11.06,0.6547,0.691,0.6728
Finland,FIN,2004,1,5.36,3,12.97,-0.53,-4.08,0.173,-5.27,0.41,0,0,23.4,61.0,20.0,0.0,9.44,0.5489,0.6775,0.6132
Finland,FIN,2005,1,7.15,4,8.55,1.79,-2.34,0.1637,-4.62,0.65,0,0,23.4,61.0,20.0,0.0,9.49,0.6186,0.6775,0.648
Finland,FIN,2006,1,13.39,5,35.76,6.24,3.87,0.1811,-5.66,-1.04,1,0,23.4,61.0,20.0,0.0,9.52,0.7521,0.6935,0.7228
Finland,FIN,2007,1,15.72,6,15.17,2.33,6.17,0.1615,-7.26,-1.6,1,0,23.4,61.0,20.0,0.0,9.55,0.689,0.6935,0.6912
Finland,FIN,2008,1,16.45,7,25.39,0.73,7.3,0.1937,-6.98,0.28,0,0,23.4,61.0,20.0,0.0,9.15,0.5472,0.522,0.5346
Finland,FIN,2009,1,15.03,8,11.51,-1.42,4.91,0.1679,-8.99,-2.01,1,0,23.4,61.0,20.0,0.0,10.12,0.6168,0.6775,0.6472
Finland,FIN,2010,1,23.26,9,25.94,8.23,11.51,0.1626,-9.34,-0.35,1,0,23.4,61.0,20.0,0.0,11.75,0.4936,0.6243,0.5589
Finland,FIN,2011,1,23.54,10,28.34,0.28,12.11,0.1889,-8.54,0.8,0,0,23.4,61.0,20.0,0.0,11.43,0.4026,0.6935,0.548
Finland,FIN,2012,0,23.72,11,6.2,0.18,11.98,0.1816,-9.66,-1.12,1,0,23.4,61.0,20.0,0.0,11.74,0.546,0.2963,0.4212
Finland,FIN,2013,0,16.88,0,-15.44,-6.84,8.44,0.2079,-9.89,-0.23,0,0,23.4,61.0,20.0,0.0,8.44,0.184,0.183,0.1835
Finland,FIN,2014,0,17.84,0,-10.26,0.96,9.21,0.1842,-5.99,3.9,0,0,23.4,61.0,20.0,0.0,8.63,0.2252,0.3166,0.2709
Finland,FIN,2015,1,16.72,0,-8.4,-1.12,8.34,0.186,-5.39,0.6,0,0,23.4,61.0,0.0,33.33,8.38,0.7515,0.4432,0.5973
Finland,FIN,2016,1,17.3,1,7.82,0.58,8.09,0.1848,-5.79,-0.4,1,0,23.4,61.0,0.0,0.0,9.21,0.568,0.5397,0.5538
Finland,FIN,2017,1,19.5,2,0.51,2.2,9.66,0.1617,-8.41,-2.62,1,0,23.4,61.0,100.0,0.0,9.84,0.5982,0.5397,0.569
Finland,FIN,2018,1,19.64,3,0.9,0.14,9.82,0.1639,-9.44,-1.03,1,0,23.4,61.0,50.0,50.0,9.82,0.8381,0.4963,0.6672
Finland,FIN,2019,1,21.06,4,9.78,1.42,9.77,0.1488,-10.24,-0.8,1,0,23.4,61.0,66.67,0.0,11.29,0.3305,0.5039,0.4172
Finland,FIN,2020,1,22.17,5,27.07,1.11,9.25,0.1509,-12.11,-1.87,1,0,23.4,61.0,0.0,66.67,12.92,0.8037,0.5799,0.6918
Finland,FIN,2021,1,17.13,6,1.38,-5.04,5.18,0.1572,-12.32,-0.21,1,0,23.4,61.0,0.0,0.0,11.95,0.1624,0.2963,0.2294
Finland,FIN,2022,1,17.81,7,0.13,0.68,4.88,0.1561,-12.77,-0.45,1,0,23.4,61.0,66.67,33.33,12.93,0.4855,0.4198,0.4526
Finland,FIN,2023,1,19.2,8,7.75,1.39,4.99,0.1461,-13.8,-1.03,1,0,23.4,61.0,20.0,0.0,14.21,0.1453,0.2963,0.2208
Finland,FIN,2024,1,20.4,9,9.79,1.2,2.96,0.1358,-14.05,-0.25,1,0,23.4,61.0,40.0,40.0,17.44,0.3434,0.5617,0.4526
Fiji,FJI,2001,1,0.06,1,0.75,0.01,-11.04,0.0001,0.38,0.38,0,0,50.0,50.0,20.0,0.0,11.1,0.816,0.5397,0.6778
Fiji,FJI,2002,1,0.08,2,23.96,0.02,-11.47,0.0001,-4.02,-4.4,1,0,50.0,50.0,20.0,0.0,11.55,0.854,0.6216,0.7378
Fiji,FJI,2003,1,0.08,3,21.74,0.0,-10.98,0.0001,-5.68,-1.66,1,0,50.0,50.0,20.0,0.0,11.06,0.6737,0.6935,0.6836
Fiji,FJI,2004,1,0.07,4,4.97,-0.01,-9.37,0.0001,-5.27,0.41,0,0,50.0,50.0,20.0,0.0,9.44,0.5729,0.5426,0.5578
Fiji,FJI,2005,1,0.13,5,17.12,0.06,-9.36,0.0001,-4.62,0.65,0,0,50.0,50.0,20.0,0.0,9.49,0.6348,0.6935,0.6642
Fiji,FJI,2006,1,0.16,6,23.92,0.03,-9.36,0.0001,-5.66,-1.04,1,0,50.0,50.0,20.0,0.0,9.52,0.7568,0.6935,0.7252
Fiji,FJI,2007,1,0.13,7,31.15,-0.03,-9.42,0.0001,-7.26,-1.6,1,0,50.0,50.0,20.0,0.0,9.55,0.7105,0.6935,0.702
Fiji,FJI,2008,1,0.22,8,4.32,0.09,-8.93,0.0001,-6.98,0.28,0,0,50.0,50.0,20.0,0.0,9.15,0.58,0.3641,0.472
Fiji,FJI,2009,1,0.15,9,25.04,-0.07,-9.97,0.0001,-8.99,-2.01,1,0,50.0,50.0,20.0,0.0,10.12,0.654,0.6935,0.6738
Fiji,FJI,2010,1,0.16,10,29.24,0.01,-11.59,0.0001,-9.34,-0.35,1,0,50.0,50.0,20.0,0.0,11.75,0.5044,0.6243,0.5643
Fiji,FJI,2011,1,0.15,11,8.93,-0.01,-11.28,0.0001,-8.54,0.8,0,0,50.0,50.0,20.0,0.0,11.43,0.4455,0.6775,0.5615
Fiji,FJI,2012,0,0.14,12,8.69,-0.01,-11.6,0.0001,-9.66,-1.12,1,0,50.0,50.0,20.0,0.0,11.74,0.5899,0.4272,0.5086
Fiji,FJI,2013,1,0.1,0,-27.61,-0.04,-8.34,0.0001,-9.89,-0.23,0,0,50.0,50.0,20.0,0.0,8.44,0.2054,0.183,0.1942
Fiji,FJI,2014,0,0.13,1,25.16,0.03,-8.5,0.0001,-5.99,3.9,0,0,50.0,50.0,20.0,0.0,8.63,0.2499,0.5191,0.3845
Fiji,FJI,2015,1,0.12,0,-12.11,-0.01,-8.26,0.0001,-5.39,0.6,0,0,50.0,50.0,0.0,33.33,8.38,0.7591,0.4432,0.6012
Fiji,FJI,2016,1,0.13,1,8.1,0.01,-9.08,0.0001,-5.79,-0.4,1,0,50.0,50.0,0.0,0.0,9.21,0.5721,0.675,0.6236
Fiji,FJI,2017,0,0.12,2,13.14,-0.01,-9.72,0.0001,-8.41,-2.62,1,0,50.0,50.0,100.0,0.0,9.84,0.5984,0.675,0.6367
Fiji,FJI,2018,1,0.14,0,-1.15,0.02,-9.68,0.0001,-9.44,-1.03,0,0,50.0,50.0,50.0,50.0,9.82,0.7228,0.4934,0.6081
Fiji,FJI,2019,1,0.15,1,18.83,0.01,-11.14,0.0001,-10.24,-0.8,1,0,50.0,50.0,66.67,0.0,11.29,0.2587,0.5195,0.3891
Fiji,FJI,2020,0,0.17,2,24.17,0.02,-12.75,0.0001,-12.11,-1.87,1,0,50.0,50.0,0.0,66.67,12.92,0.7453,0.5771,0.6612
Fiji,FJI,2021,0,0.12,0,-3.75,-0.05,-11.83,0.0001,-12.32,-0.21,0,0,50.0,50.0,0.0,0.0,11.95,0.0677,0.2542,0.1609
Fiji,FJI,2022,1,0.12,0,-0.43,0.0,-12.81,0.0001,-12.77,-0.45,0,0,50.0,50.0,66.67,33.33,12.93,0.2219,0.417,0.3194
Fiji,FJI,2023,1,0.13,1,13.8,0.01,-14.08,0.0001,-13.8,-1.03,1,0,50.0,50.0,20.0,0.0,14.21,0.0679,0.4244,0.2462
France,FRA,2001,1,45.86,0,-2.89,3.98,34.76,10.6317,0.38,0.38,0,0,18.0,70.0,20.0,0.0,11.1,0.8306,0.4898,0.6602
France,FRA,2002,1,54.02,1,14.28,8.16,42.47,9.9298,-4.02,-4.4,1,0,18.0,70.0,20.0,0.0,11.55,0.8672,0.6216,0.7444
France,FRA,2003,1,57.34,2,17.32,3.32,46.28,9.7673,-5.68,-1.66,1,0,18.0,70.0,20.0,0.0,11.06,0.6755,0.691,0.6832
France,FRA,2004,1,54.35,3,11.28,-2.99,44.91,10.5121,-5.27,0.41,0,0,18.0,70.0,20.0,0.0,9.44,0.5578,0.6775,0.6176
France,FRA,2005,1,62.68,4,2.75,8.33,53.19,9.4119,-4.62,0.65,0,0,18.0,70.0,20.0,0.0,9.49,0.6471,0.5426,0.5948
France,FRA,2006,1,56.58,5,30.66,-6.1,47.06,10.0241,-5.66,-1.04,1,0,18.0,70.0,20.0,0.0,9.52,0.7305,0.6935,0.712
France,FRA,2007,1,60.42,6,10.23,3.84,50.87,8.5552,-7.26,-1.6,1,0,18.0,70.0,20.0,0.0,9.55,0.7041,0.6775,0.6908
France,FRA,2008,1,67.46,7,20.05,7.04,58.31,9.8222,-6.98,0.28,0,0,18.0,70.0,20.0,0.0,9.15,0.5846,0.522,0.5533
France,FRA,2009,1,64.61,8,8.97,-2.85,54.49,8.3189,-8.99,-2.01,1,0,18.0,70.0,20.0,0.0,10.12,0.6146,0.6775,0.646
France,FRA,2010,1,66.36,9,25.94,1.75,54.61,8.0557,-9.34,-0.35,1,0,18.0,70.0,20.0,0.0,11.75,0.4767,0.6243,0.5505
France,FRA,2011,1,71.15,10,28.34,4.79,59.72,9.3636,-8.54,0.8,0,0,18.0,70.0,20.0,0.0,11.43,0.4336,0.6935,0.5636
France,FRA,2012,0,70.61,11,6.2,-0.54,58.87,9.0013,-9.66,-1.12,1,0,18.0,70.0,20.0,0.0,11.74,0.5545,0.2963,0.4254
France,FRA,2013,0,64.97,0,-15.44,-5.64,56.53,10.3011,-9.89,-0.23,0,0,18.0,70.0,20.0,0.0,8.44,0.1987,0.183,0.1908
France,FRA,2014,0,65.59,0,-10.26,0.62,56.96,9.1294,-5.99,3.9,0,0,18.0,70.0,20.0,0.0,8.63,0.2322,0.3166,0.2744
France,FRA,2015,1,60.06,0,-8.39,-5.53,51.68,9.2173,-5.39,0.6,0,0,18.0,70.0,0.0,33.33,8.38,0.7508,0.4432,0.597
France,FRA,2016,1,61.52,1,7.83,1.46,52.31,9.1617,-5.79,-0.4,1,0,18.0,70.0,0.0,0.0,9.21,0.5873,0.675,0.6312
France,FRA,2017,1,64.96,2,0.52,3.44,55.12,8.0177,-8.41,-2.62,1,0,18.0,70.0,100.0,0.0,9.84,0.6096,0.5397,0.5746
France,FRA,2018,1,60.29,3,0.9,-4.67,50.47,8.1239,-9.44,-1.03,1,0,18.0,70.0,50.0,50.0,9.82,0.8346,0.4963,0.6654
France,FRA,2019,1,63.11,4,9.78,2.82,51.82,7.3775,-10.24,-0.8,1,0,18.0,70.0,66.67,0.0,11.29,0.3419,0.5039,0.4229
France,FRA,2020,1,66.06,5,27.08,2.95,53.14,7.4795,-12.11,-1.87,1,0,18.0,70.0,0.0,66.67,12.92,0.8117,0.5799,0.6958
France,FRA,2021,1,58.37,6,1.65,-7.69,46.42,7.8117,-12.32,-0.21,1,0,18.0,70.0,0.0,0.0,11.95,0.1623,0.2963,0.2293
France,FRA,2022,1,58.57,7,0.14,0.2,45.64,7.7595,-12.77,-0.45,1,0,18.0,70.0,66.67,33.33,12.93,0.4947,0.4198,0.4572
France,FRA,2023,1,67.11,8,7.76,8.54,52.9,7.2627,-13.8,-1.03,1,0,18.0,70.0,20.0,0.0,14.21,0.1601,0.2963,0.2282
France,FRA,2024,1,72.27,9,22.97,5.16,54.83,7.5607,-14.05,-0.25,1,0,18.0,70.0,40.0,40.0,17.44,0.3545,0.5799,0.4672
Gabon,GAB,2001,1,26.49,1,0.75,24.67,15.39,0.0014,0.38,0.38,0,0,50.0,50.0,20.0,0.0,11.1,0.8539,0.5397,0.6968
Gabon,GAB,2002,1,3.05,2,23.96,-23.44,-8.5,0.0015,-4.02,-4.4,1,0,50.0,50.0,20.0,0.0,11.55,0.7958,0.6216,0.7087
Gabon,GAB,2003,1,2.65,3,21.74,-0.4,-8.41,0.0015,-5.68,-1.66,1,0,50.0,50.0,20.0,0.0,11.06,0.6694,0.6935,0.6814
Gabon,GAB,2004,1,1.25,4,4.97,-1.4,-8.19,0.0015,-5.27,0.41,0,0,50.0,50.0,20.0,0.0,9.44,0.5657,0.5426,0.5541
Gabon,GAB,2005,1,0.98,5,17.12,-0.27,-8.51,0.0015,-4.62,0.65,0,0,50.0,50.0,20.0,0.0,9.49,0.6325,0.6935,0.663
Gabon,GAB,2006,1,0.73,6,23.92,-0.25,-8.79,0.0015,-5.66,-1.04,1,0,50.0,50.0,20.0,0.0,9.52,0.7554,0.6935,0.7244
Gabon,GAB,2007,1,0.86,7,31.15,0.13,-8.69,0.0016,-7.26,-1.6,1,0,50.0,50.0,20.0,0.0,9.55,0.7103,0.6935,0.7019
Gabon,GAB,2008,0,0.58,8,4.32,-0.28,-8.57,0.0016,-6.98,0.28,0,0,50.0,50.0,20.0,0.0,9.15,0.578,0.3641,0.471
Gabon,GAB,2009,0,0.0,0,-100.0,-0.58,-10.12,0.0,-8.99,-2.01,0,0,50.0,50.0,20.0,0.0,10.12,0.3031,0.4898,0.3964
United Kingdom,GBR,2001,1,6.66,0,-2.89,-1.78,-4.44,1.2487,0.38,0.38,0,0,13.2,78.0,20.0,0.0,11.1,0.8145,0.4898,0.6522
United Kingdom,GBR,2002,1,6.29,1,0.96,-0.37,-5.26,1.0304,-4.02,-4.4,1,0,13.2,78.0,20.0,0.0,11.55,0.8553,0.4627,0.659
United Kingdom,GBR,2003,1,7.46,2,17.08,1.17,-3.6,1.0115,-5.68,-1.66,1,0,13.2,78.0,20.0,0.0,11.06,0.6802,0.691,0.6856
United Kingdom,GBR,2004,1,7.08,3,12.4,-0.38,-2.36,1.0995,-5.27,0.41,0,0,13.2,78.0,20.0,0.0,9.44,0.5749,0.6775,0.6262
United Kingdom,GBR,2005,1,8.67,4,8.05,1.59,-0.82,1.0352,-4.62,0.65,0,0,13.2,78.0,20.0,0.0,9.49,0.6417,0.6775,0.6596
United Kingdom,GBR,2006,1,9.94,5,35.51,1.27,0.42,1.1435,-5.66,-1.04,1,0,13.2,78.0,20.0,0.0,9.52,0.7608,0.6935,0.7272
United Kingdom,GBR,2007,1,10.7,6,15.18,0.76,1.15,1.0197,-7.26,-1.6,1,0,13.2,78.0,20.0,0.0,9.55,0.712,0.6935,0.7028
United Kingdom,GBR,2008,1,13.39,7,25.39,2.69,4.24,1.2228,-6.98,0.28,0,0,13.2,78.0,20.0,0.0,9.15,0.5871,0.522,0.5546
United Kingdom,GBR,2009,1,13.65,8,11.51,0.26,3.53,1.0598,-8.99,-2.01,1,0,13.2,78.0,20.0,0.0,10.12,0.6507,0.6775,0.6641
United Kingdom,GBR,2010,1,14.3,9,25.94,0.65,2.55,1.0262,-9.34,-0.35,1,0,13.2,78.0,20.0,0.0,11.75,0.501,0.6243,0.5626
United Kingdom,GBR,2011,1,13.92,10,28.34,-0.38,2.49,1.1929,-8.54,0.8,0,0,13.2,78.0,20.0,0.0,11.43,0.4396,0.6935,0.5666
United Kingdom,GBR,2012,0,14.17,11,6.2,0.25,2.43,1.1467,-9.66,-1.12,1,0,13.2,78.0,20.0,0.0,11.74,0.586,0.2963,0.4412
United Kingdom,GBR,2013,0,10.12,0,-15.44,-4.05,1.68,1.3123,-9.89,-0.23,0,0,13.2,78.0,20.0,0.0,8.44,0.2156,0.183,0.1993
United Kingdom,GBR,2014,0,9.66,0,-10.26,-0.46,1.03,1.163,-5.99,3.9,0,0,13.2,78.0,20.0,0.0,8.63,0.249,0.3166,0.2828
